Block,Cardinal directions,latitude,longitude,,Correct,"If Not Correct, notes on why"
332,NW,45.98413901,-112.542661,,X,
333,SE,45.98387699,-112.542525,,X,
333,SW,45.98387699,-112.542661,,X,
333,NE,45.98399701,-112.542525,,X,
333,NW,45.98399701,-112.542661,,X,
334,SE,45.98373999,-112.542525,,X,
334,SW,45.98373999,-112.542661,,X,
334,NE,45.98386001,-112.542525,,X,
334,NW,45.98386001,-112.542661,,X,
335,SE,45.98360399,-112.542525,,X,
335,SW,45.98360399,-112.542661,,X,
335,NE,45.98372401,-112.542525,,X,
335,NW,45.98372401,-112.542661,,X,
336,SE,45.98346599,-112.542525,,X,
336,SW,45.98346599,-112.542661,,X,
336,NE,45.98358601,-112.542525,,X,
336,NW,45.98358601,-112.542661,,X,
337,SE,45.98346599,-112.542676,,X,
337,SW,45.98346599,-112.542812,,X,
337,NE,45.98358601,-112.542676,,X,
337,NW,45.98358601,-112.542812,,X,
338,SE,45.98360399,-112.542676,,X,
338,SW,45.98360399,-112.542812,,X,
338,NE,45.98372401,-112.542676,,X,
338,NW,45.98372401,-112.542812,,X,
339,SE,45.98373999,-112.542676,,X,
339,SW,45.98373999,-112.542812,,X,
339,NE,45.98386001,-112.542676,,X,
339,NW,45.98386001,-112.542812,,X,
340,SE,45.98387699,-112.542676,,X,
340,SW,45.98387699,-112.542812,,X,
340,NE,45.98399701,-112.542676,,X,
340,NW,45.98399701,-112.542812,,X,
341,SE,45.98401899,-112.542676,,X,
341,SW,45.98401899,-112.542812,,X,
341,NE,45.98413901,-112.542676,,X,
341,NW,45.98413901,-112.542812,,X,
342,SE,45.98415199,-112.542676,,X,
342,SW,45.98415199,-112.542812,,X,
342,NE,45.98427201,-112.542676,,X,
342,NW,45.98427201,-112.542812,,X,
343,SE,45.98431899,-112.542676,,X,
343,SW,45.98431899,-112.542812,,X,
343,NE,45.98443901,-112.542676,,X,
343,NW,45.98443901,-112.542812,,X,
344,SE,45.98445399,-112.542676,,X,
344,SW,45.98445399,-112.542812,,X,
344,NE,45.98457401,-112.542676,,X,
344,NW,45.98457401,-112.542812,,X,
345,SE,45.98459399,-112.542676,,X,
345,SW,45.98459399,-112.542812,,X,
345,NE,45.98471401,-112.542676,,X,
345,NW,45.98471401,-112.542812,,X,
346,SE,45.98472999,-112.542676,,X,
346,SW,45.98472999,-112.542812,,X,
346,NE,45.98485001,-112.542676,,X,
346,NW,45.98485001,-112.542812,,X,
347,SE,45.98486399,-112.542676,,X,
347,SW,45.98486399,-112.542812,,X,
347,NE,45.98498401,-112.542676,,X,
347,NW,45.98498401,-112.542812,,X,
348,SE,45.98501099,-112.542676,,X,
348,SW,45.98501099,-112.542812,,X,
348,NE,45.98513101,-112.542676,,X,
348,NW,45.98513101,-112.542812,,X,
349,SE,45.98514799,-112.542676,,X,
349,SW,45.98514799,-112.542812,,X,
349,NE,45.98526801,-112.542676,,X,
349,NW,45.98526801,-112.542812,,X,
350,SE,45.98527999,-112.542676,,X,
350,SW,45.98527999,-112.542812,,X,
350,NE,45.98540001,-112.542676,,X,
350,NW,45.98540001,-112.542812,,X,
351,SE,45.98542199,-112.542676,,X,
351,SW,45.98542199,-112.542812,,X,
351,NE,45.98554201,-112.542676,,X,
351,NW,45.98554201,-112.542812,,X,
352,SE,45.98555099,-112.542676,,X,
352,SW,45.98555099,-112.542812,,X,
352,NE,45.98567101,-112.542676,,X,
352,NW,45.98567101,-112.542812,,X,
353,SE,45.98555099,-112.542835,,X,
353,SW,45.98555099,-112.542971,,X,
353,NE,45.98567101,-112.542835,,X,
353,NW,45.98567101,-112.542971,,X,
354,SE,45.98542199,-112.542835,,X,
354,SW,45.98542199,-112.542971,,X,
354,NE,45.98554201,-112.542835,,X,
354,NW,45.98554201,-112.542971,,X,
355,SE,45.98527999,-112.542835,,X,
355,SW,45.98527999,-112.542971,,X,
355,NE,45.98540001,-112.542835,,X,
355,NW,45.98540001,-112.542971,,X,
356,SE,45.98514799,-112.542835,,X,
356,SW,45.98514799,-112.542971,,X,
356,NE,45.98526801,-112.542835,,X,
356,NW,45.98526801,-112.542971,,X,
357,SE,45.98501099,-112.542835,,X,
357,SW,45.98501099,-112.542971,,X,
357,NE,45.98513101,-112.542835,,X,
357,NW,45.98513101,-112.542971,,X,
358,SE,45.98486399,-112.542835,,X,
358,SW,45.98486399,-112.542971,,X,
358,NE,45.98498401,-112.542835,,X,
358,NW,45.98498401,-112.542971,,X,
359,SE,45.98472999,-112.542835,,X,
359,SW,45.98472999,-112.542971,,X,
359,NE,45.98485001,-112.542835,,X,
359,NW,45.98485001,-112.542971,,X,
360,SE,45.98459399,-112.542835,,X,
360,SW,45.98459399,-112.542971,,X,
360,NE,45.98471401,-112.542835,,X,
360,NW,45.98471401,-112.542971,,X,
361,SE,45.98445399,-112.542835,,X,
361,SW,45.98445399,-112.542971,,X,
361,NE,45.98457401,-112.542835,,X,
361,NW,45.98457401,-112.542971,,X,
362,SE,45.98431899,-112.542835,,X,
362,SW,45.98431899,-112.542971,,X,
362,NE,45.98443901,-112.542835,,X,
362,NW,45.98443901,-112.542971,,X,
363,SE,45.98415199,-112.542835,,X,
363,SW,45.98415199,-112.542971,,X,
363,NE,45.98427201,-112.542835,,X,
363,NW,45.98427201,-112.542971,,X,
364,SE,45.98401899,-112.542835,,X,
364,SW,45.98401899,-112.542971,,X,
364,NE,45.98413901,-112.542835,,X,
364,NW,45.98413901,-112.542971,,X,
365,SE,45.98387699,-112.542835,,X,
365,SW,45.98387699,-112.542971,,X,
365,NE,45.98399701,-112.542835,,X,
365,NW,45.98399701,-112.542971,,X,
366,SE,45.98373999,-112.542835,,X,
366,SW,45.98373999,-112.542971,,X,
366,NE,45.98386001,-112.542835,,X,
366,NW,45.98386001,-112.542971,,X,
367,SE,45.98360399,-112.542835,,X,
367,SW,45.98360399,-112.542971,,X,
367,NE,45.98372401,-112.542835,,X,
367,NW,45.98372401,-112.542971,,X,
368,SE,45.98346599,-112.542835,,X,
368,SW,45.98346599,-112.542971,,X,
368,NE,45.98358601,-112.542835,,X,
368,NW,45.98358601,-112.542971,,X,
369,SE,45.98346599,-112.542996,,X,
369,SW,45.98346599,-112.543132,,X,
369,NE,45.98358601,-112.542996,,X,
369,NW,45.98358601,-112.543132,,X,
370,SE,45.98360399,-112.542996,,X,
370,SW,45.98360399,-112.543132,,X,
370,NE,45.98372401,-112.542996,,X,
370,NW,45.98372401,-112.543132,,X,
371,SE,45.98373999,-112.542996,,X,
371,SW,45.98373999,-112.543132,,X,
371,NE,45.98386001,-112.542996,,X,
371,NW,45.98386001,-112.543132,,X,
372,SE,45.98387699,-112.542996,,X,
372,SW,45.98387699,-112.543132,,X,
372,NE,45.98399701,-112.542996,,X,
372,NW,45.98399701,-112.543132,,X,
373,SE,45.98401899,-112.542996,,X,
373,SW,45.98401899,-112.543132,,X,
373,NE,45.98413901,-112.542996,,X,
373,NW,45.98413901,-112.543132,,X,
374,SE,45.98415199,-112.542996,,X,
374,SW,45.98415199,-112.543132,,X,
374,NE,45.98427201,-112.542996,,X,
374,NW,45.98427201,-112.543132,,X,
375,SE,45.98431899,-112.542996,,X,
375,SW,45.98431899,-112.543132,,X,
375,NE,45.98443901,-112.542996,,X,
375,NW,45.98443901,-112.543132,,X,
376,SE,45.98445399,-112.542996,,X,
376,SW,45.98445399,-112.543132,,X,
376,NE,45.98457401,-112.542996,,X,
376,NW,45.98457401,-112.543132,,X,
377,SE,45.98459399,-112.542996,,X,
377,SW,45.98459399,-112.543132,,X,
377,NE,45.98471401,-112.542996,,X,
377,NW,45.98471401,-112.543132,,X,
378,SE,45.98472999,-112.542996,,X,
378,SW,45.98472999,-112.543132,,X,
378,NE,45.98485001,-112.542996,,X,
378,NW,45.98485001,-112.543132,,X,
379,SE,45.98486399,-112.542996,,X,
379,SW,45.98486399,-112.543132,,X,
379,NE,45.98498401,-112.542996,,X,
379,NW,45.98498401,-112.543132,,X,
380,SE,45.98501099,-112.542996,,X,
380,SW,45.98501099,-112.543132,,X,
380,NE,45.98513101,-112.542996,,X,
380,NW,45.98513101,-112.543132,,X,
381,SE,45.98514799,-112.542996,,X,
381,SW,45.98514799,-112.543132,,X,
381,NE,45.98526801,-112.542996,,X,
381,NW,45.98526801,-112.543132,,X,
382,SE,45.98527999,-112.542996,,X,
382,SW,45.98527999,-112.543132,,X,
382,NE,45.98540001,-112.542996,,X,
382,NW,45.98540001,-112.543132,,X,
383,SE,45.98542199,-112.542996,,X,
383,SW,45.98542199,-112.543132,,X,
383,NE,45.98554201,-112.542996,,X,
383,NW,45.98554201,-112.543132,,X,
384,SE,45.98555099,-112.542996,,X,
384,SW,45.98555099,-112.543132,,X,
384,NE,45.98567101,-112.542996,,X,
384,NW,45.98567101,-112.543132,,X,
385,SE,45.98555099,-112.543153,,X,
385,SW,45.98555099,-112.543289,,X,
385,NE,45.98567101,-112.543153,,X,
385,NW,45.98567101,-112.543289,,X,
386,SE,45.98542199,-112.543153,,X,
386,SW,45.98542199,-112.543289,,X,
386,NE,45.98554201,-112.543153,,X,
386,NW,45.98554201,-112.543289,,X,
387,SE,45.98527999,-112.543153,,X,
387,SW,45.98527999,-112.543289,,X,
387,NE,45.98540001,-112.543153,,X,
387,NW,45.98540001,-112.543289,,X,
388,SE,45.98514799,-112.543153,,X,
388,SW,45.98514799,-112.543289,,X,
388,NE,45.98526801,-112.543153,,X,
388,NW,45.98526801,-112.543289,,X,
389,SE,45.98501099,-112.543153,,X,
389,SW,45.98501099,-112.543289,,X,
389,NE,45.98513101,-112.543153,,X,
389,NW,45.98513101,-112.543289,,X,
390,SE,45.98486399,-112.543153,,X,
390,SW,45.98486399,-112.543289,,X,
390,NE,45.98498401,-112.543153,,X,
390,NW,45.98498401,-112.543289,,X,
391,SE,45.98472999,-112.543153,,X,
391,SW,45.98472999,-112.543289,,X,
391,NE,45.98485001,-112.543153,,X,
391,NW,45.98485001,-112.543289,,X,
392,SE,45.98459399,-112.543153,,X,
392,SW,45.98459399,-112.543289,,X,
392,NE,45.98471401,-112.543153,,X,
392,NW,45.98471401,-112.543289,,X,
393,SE,45.98445399,-112.543153,,X,
393,SW,45.98445399,-112.543289,,X,
393,NE,45.98457401,-112.543153,,X,
393,NW,45.98457401,-112.543289,,X,
394,SE,45.98431899,-112.543153,,X,
394,SW,45.98431899,-112.543289,,X,
394,NE,45.98443901,-112.543153,,X,
394,NW,45.98443901,-112.543289,,X,
395,SE,45.98415199,-112.543153,,X,
395,SW,45.98415199,-112.543289,,X,
395,NE,45.98427201,-112.543153,,X,
395,NW,45.984267,-112.54324,,,
396,SE,45.98401899,-112.543153,,X,
396,SW,45.98401899,-112.543289,,X,
396,NE,45.98413901,-112.543153,,X,
396,NW,45.98413901,-112.543289,,X,
397,SE,45.98387699,-112.543153,,X,
397,SW,45.98387699,-112.543289,,X,
397,NE,45.98399701,-112.543153,,X,
397,NW,45.98399701,-112.543289,,X,
398,SE,45.98373999,-112.543153,,X,
398,SW,45.98373999,-112.543289,,X,
398,NE,45.98386001,-112.543153,,X,
398,NW,45.98386001,-112.543289,,X,
399,SE,45.98360399,-112.543153,,X,
399,SW,45.98360399,-112.543289,,X,
399,NE,45.98372401,-112.543153,,X,
399,NW,45.98372401,-112.543289,,X,
400,SE,45.98346599,-112.543153,,X,
400,SW,45.98346599,-112.543289,,X,
400,NE,45.98358601,-112.543153,,X,
400,NW,45.98358601,-112.543289,,X,
401,SE,45.98569699,-112.543153,,X,
401,SW,45.98569699,-112.543289,,X,
401,NE,45.98581701,-112.543153,,X,
401,NW,45.98581701,-112.543289,,X,
402,SE,45.98569699,-112.542996,,X,
402,SW,45.98569699,-112.543132,,X,
402,NE,45.98581701,-112.542996,,X,
402,NW,45.98581701,-112.543132,,X,
403,SE,45.98569699,-112.542835,,X,
403,SW,45.98569699,-112.542971,,X,
403,NE,45.98581701,-112.542835,,X,
403,NW,45.98581701,-112.542971,,X,
404,SE,45.98569699,-112.542676,,X,
404,SW,45.98569699,-112.542812,,X,
404,NE,45.985749,-112.542676,,X,
404,NW,45.985748,-112.542812,,X,
405,SE,45.98569699,-112.542525,,X,
405,SW,45.98569699,-112.542661,,X,
405,NE,45.985752,-112.542525,,X,
405,NW,45.985752,-112.542661,,X,
406,SE,45.98569699,-112.542315,,X,
406,SW,45.98569699,-112.542451,,X,
406,NE,45.98581701,-112.542315,,X,
406,NW,45.98581701,-112.542451,,X,
407,SE,45.98569699,-112.542157,,X,
407,SW,45.98569699,-112.542293,,X,
407,NE,45.98581701,-112.542157,,X,
407,NW,45.98581701,-112.542293,,X,
408,SE,45.98569699,-112.542009,,X,
408,SW,45.98569699,-112.542145,,X,
408,NE,45.98581701,-112.542009,,X,
408,NW,45.98581701,-112.542145,,X,
409,SE,45.98569699,-112.541837,,X,
409,SW,45.98569699,-112.541973,,X,
409,NE,45.98581701,-112.541837,,X,
409,NW,45.98581701,-112.541973,,X,
410,SE,45.98569699,-112.541693,,X,
410,SW,45.98569699,-112.541829,,X,
410,NE,45.98581701,-112.541693,,X,
410,NW,45.98581701,-112.541829,,X,
411,SE,45.98569699,-112.541496,,X,
411,SW,45.98569699,-112.541632,,X,
411,NE,45.98581701,-112.541496,,X,
411,NW,45.98581701,-112.541632,,X,
412,SE,45.98569699,-112.541335,,X,
412,SW,45.98569699,-112.541471,,X,
412,NE,45.98581701,-112.541335,,X,
412,NW,45.98581701,-112.541471,,X,
413,SE,45.98569699,-112.541183,,X,
413,SW,45.98569699,-112.541319,,X,
413,NE,45.98581701,-112.541183,,X,
413,NW,45.98581701,-112.541319,,X,
414,SE,45.98569699,-112.541026,,X,
414,SW,45.98569699,-112.541162,,X,
414,NE,45.98581701,-112.541026,,X,
414,NW,45.98581701,-112.541162,,X,
415,SE,45.98569699,-112.540858,,X,
415,SW,45.98569699,-112.540994,,X,
415,NE,45.98581701,-112.540858,,X,
415,NW,45.98581701,-112.540994,,X,
416,SE,45.98569699,-112.540655,,X,
416,SW,45.98569699,-112.540791,,X,
416,NE,45.98581701,-112.540655,,X,
416,NW,45.98581701,-112.540791,,X,
417,SE,45.98569699,-112.540506,,X,
417,SW,45.98569699,-112.540642,,X,
417,NE,45.98581701,-112.540506,,X,
417,NW,45.98581701,-112.540642,,X,
418,SE,45.98569699,-112.540355,,X,
418,SW,45.98569699,-112.540491,,X,
418,NE,45.98581701,-112.540355,,X,
418,NW,45.98581701,-112.540491,,X,
419,SE,45.98569699,-112.540189,,X,
419,SW,45.98569699,-112.540325,,X,
419,NE,45.98581701,-112.540189,,X,
419,NW,45.98581701,-112.540325,,X,
420,SE,45.98569699,-112.540034,,X,
420,SW,45.98569699,-112.54017,,X,
420,NE,45.98581701,-112.540034,,X,
420,NW,45.98581701,-112.54017,,X,
421,SE,45.98569699,-112.53984,,X,
421,SW,45.98569699,-112.539976,,X,
421,NE,45.98581701,-112.53984,,X,
421,NW,45.98581701,-112.539976,,X,
422,SE,45.98569699,-112.539682,,X,
422,SW,45.98569699,-112.539818,,X,
422,NE,45.98581701,-112.539682,,X,
422,NW,45.98581701,-112.539818,,X,
423,SE,45.98569699,-112.539524,,X,
423,SW,45.98569699,-112.53966,,X,
423,NE,45.98581701,-112.539524,,X,
423,NW,45.98581701,-112.53966,,X,
424,SE,45.98569699,-112.539368,,X,
424,SW,45.98569699,-112.539504,,X,
424,NE,45.98581701,-112.539368,,X,
424,NW,45.98581701,-112.539504,,X,
425,SE,45.98569699,-112.539208,,X,
425,SW,45.98569699,-112.539344,,X,
425,NE,45.98581701,-112.539208,,X,
425,NW,45.98581701,-112.539344,,X,
426,SE,45.98329999,-112.543153,,X,
426,SW,45.98329999,-112.543289,,X,
426,NE,45.98342001,-112.543153,,X,
426,NW,45.98342001,-112.543289,,X,
427,SE,45.98329999,-112.542996,,X,
427,SW,45.98329999,-112.543132,,X,
427,NE,45.98342001,-112.542996,,X,
427,NW,45.98342001,-112.543132,,X,
428,SE,45.98329999,-112.542835,,X,
428,SW,45.98329999,-112.542971,,X,
428,NE,45.98342001,-112.542835,,X,
428,NW,45.98342001,-112.542971,,X,
429,SE,45.98329999,-112.542676,,X,
429,SW,45.98329999,-112.542812,,X,
429,NE,45.98342001,-112.542676,,X,
429,NW,45.98342001,-112.542812,,X,
430,SE,45.98329999,-112.542525,,X,
430,SW,45.98329999,-112.542661,,X,
430,NE,45.98342001,-112.542525,,X,
430,NW,45.98342001,-112.542661,,X,
431,SE,45.98329999,-112.542315,,X,
431,SW,45.98329999,-112.542451,,X,
431,NE,45.98342001,-112.542315,,X,
431,NW,45.98342001,-112.542451,,X,
432,SE,45.98329999,-112.542157,,X,
432,SW,45.98329999,-112.542293,,X,
432,NE,45.98342001,-112.542157,,X,
432,NW,45.98342001,-112.542293,,X,
433,SE,45.98329999,-112.542009,,X,
433,SW,45.98329999,-112.542145,,X,
433,NE,45.98342001,-112.542009,,X,
433,NW,45.98342001,-112.542145,,X,
434,SE,45.98329999,-112.541837,,X,
434,SW,45.98329999,-112.541973,,X,
434,NE,45.98342001,-112.541837,,X,
434,NW,45.98342001,-112.541973,,X,
435,SE,45.98329999,-112.541693,,X,
435,SW,45.98329999,-112.541829,,X,
435,NE,45.98342001,-112.541693,,X,
435,NW,45.98342001,-112.541829,,X,
436,SE,45.98329999,-112.541496,,X,
436,SW,45.98329999,-112.541632,,X,
436,NE,45.98342001,-112.541496,,X,
436,NW,45.98342001,-112.541632,,X,
437,SE,45.98329999,-112.541335,,X,
437,SW,45.98329999,-112.541471,,X,
437,NE,45.98342001,-112.541335,,X,
437,NW,45.98342001,-112.541471,,X,
438,SE,45.98329999,-112.541183,,X,
438,SW,45.98329999,-112.541319,,X,
438,NE,45.98342001,-112.541183,,X,
438,NW,45.98342001,-112.541319,,X,
439,SE,45.98329999,-112.541026,,X,
439,SW,45.98329999,-112.541162,,X,
439,NE,45.98342001,-112.541026,,X,
439,NW,45.98342001,-112.541162,,X,
440,SE,45.98329999,-112.540858,,X,
440,SW,45.98329999,-112.540994,,X,
440,NE,45.98342001,-112.540858,,X,
440,NW,45.98342001,-112.540994,,X,
441,SE,45.98332299,-112.540655,,X,
441,SW,45.98332299,-112.540791,,X,
441,NE,45.98344301,-112.540655,,X,
441,NW,45.98344301,-112.540791,,X,
442,SE,45.98332299,-112.540506,,X,
442,SW,45.98332299,-112.540642,,X,
442,NE,45.98344301,-112.540506,,X,
442,NW,45.98344301,-112.540642,,X,
443,SE,45.98332299,-112.540355,,X,
443,SW,45.98332299,-112.540491,,X,
443,NE,45.98344301,-112.540355,,X,
443,NW,45.98344301,-112.540491,,X,
444,SE,45.98332299,-112.540189,,X,
444,SW,45.98332299,-112.540325,,X,
444,NE,45.98344301,-112.540189,,X,
444,NW,45.98344301,-112.540325,,X,
445,SE,45.98332299,-112.540034,,X,
445,SW,45.98332299,-112.54017,,X,
445,NE,45.98344301,-112.540034,,X,
445,NW,45.98344301,-112.54017,,X,
446,SE,45.98329999,-112.53984,,X,
446,SW,45.98329999,-112.539976,,X,
446,NE,45.98342001,-112.53984,,X,
446,NW,45.98342001,-112.539976,,X,
447,SE,45.98329999,-112.539682,,X,
447,SW,45.98329999,-112.539818,,X,
447,NE,45.98342001,-112.539682,,X,
447,NW,45.98342001,-112.539818,,X,
448,SE,45.98329999,-112.539524,,X,
448,SW,45.98329999,-112.53966,,X,
448,NE,45.98342001,-112.539524,,X,
448,NW,45.98342001,-112.53966,,X,
449,SE,45.98329999,-112.539368,,X,
449,SW,45.98329999,-112.539504,,X,
449,NE,45.98342001,-112.539368,,X,
449,NW,45.98342001,-112.539504,,X,
450,SE,45.98329999,-112.539208,,X,
450,SW,45.98329999,-112.539344,,X,
450,NE,45.98342001,-112.539208,,X,
450,NW,45.98342001,-112.539344,,X,
451,SE,45.98316599,-112.539208,,X,
451,SW,45.98316599,-112.539344,,X,
451,NE,45.98328601,-112.539208,,X,
451,NW,45.98328601,-112.539344,,X,
452,SE,45.98316599,-112.539368,,X,
452,SW,45.98316599,-112.539504,,X,
452,NE,45.98328601,-112.539368,,X,
452,NW,45.98328601,-112.539504,,X,
453,SE,45.98316599,-112.539524,,X,
453,SW,45.98316599,-112.53966,,X,
453,NE,45.98328601,-112.539524,,X,
453,NW,45.98328601,-112.53966,,X,
454,SE,45.98316599,-112.539682,,X,
454,SW,45.98316599,-112.539818,,X,
454,NE,45.98328601,-112.539682,,X,
454,NW,45.98328601,-112.539818,,X,
455,SE,45.98316599,-112.53984,,X,
455,SW,45.98316599,-112.539976,,X,
455,NE,45.98328601,-112.53984,,X,
455,NW,45.98328601,-112.539976,,X,
456,SE,45.98318599,-112.540034,,X,
456,SW,45.98318599,-112.54017,,X,
456,NE,45.98330601,-112.540034,,X,
456,NW,45.98330601,-112.54017,,X,
457,SE,45.98318599,-112.540189,,X,
457,SW,45.98318599,-112.540325,,X,
457,NE,45.98330601,-112.540189,,X,
457,NW,45.98330601,-112.540325,,X,
458,SE,45.98318599,-112.540355,,X,
458,SW,45.98318599,-112.540491,,X,
458,NE,45.98330601,-112.540355,,X,
458,NW,45.98330601,-112.540491,,X,
459,SE,45.98318599,-112.540506,,X,
459,SW,45.98318599,-112.540642,,X,
459,NE,45.98330601,-112.540506,,X,
459,NW,45.98330601,-112.540642,,X,
460,SE,45.98318599,-112.540655,,X,
460,SW,45.98318599,-112.540791,,X,
460,NE,45.98330601,-112.540655,,X,
460,NW,45.98330601,-112.540791,,X,
461,SE,45.98316599,-112.540858,,X,
461,SW,45.98316599,-112.540994,,X,
461,NE,45.98328601,-112.540858,,X,
461,NW,45.98328601,-112.540994,,X,
462,SE,45.98316599,-112.541026,,X,
462,SW,45.98316599,-112.541162,,X,
462,NE,45.98328601,-112.541026,,X,
462,NW,45.98328601,-112.541162,,X,
463,SE,45.98316599,-112.541183,,X,
463,SW,45.98316599,-112.541319,,X,
463,NE,45.98328601,-112.541183,,X,
463,NW,45.98328601,-112.541319,,X,
464,SE,45.98316599,-112.541335,,X,
464,SW,45.98316599,-112.541471,,X,
464,NE,45.98328601,-112.541335,,X,
464,NW,45.98328601,-112.541471,,X,
465,SE,45.98316599,-112.541496,,X,
465,SW,45.98316599,-112.541632,,X,
465,NE,45.98328601,-112.541496,,X,
465,NW,45.98328601,-112.541632,,X,
466,SE,45.98316599,-112.541693,,X,
466,SW,45.98316599,-112.541829,,X,
466,NE,45.98328601,-112.541693,,X,
466,NW,45.98328601,-112.541829,,X,
467,SE,45.98316599,-112.541837,,X,
467,SW,45.98316599,-112.541973,,X,
467,NE,45.98328601,-112.541837,,X,
467,NW,45.98328601,-112.541973,,X,
468,SE,45.98316599,-112.542009,,X,
468,SW,45.98316599,-112.542145,,X,
468,NE,45.98328601,-112.542009,,X,
468,NW,45.98328601,-112.542145,,X,
469,SE,45.98316599,-112.542157,,X,
469,SW,45.98316599,-112.542293,,X,
469,NE,45.98328601,-112.542157,,X,
469,NW,45.98328601,-112.542293,,X,
470,SE,45.98316599,-112.542315,,X,
470,SW,45.98316599,-112.542451,,X,
470,NE,45.98328601,-112.542315,,X,
470,NW,45.98328601,-112.542451,,X,
471,SE,45.98316599,-112.542525,,X,
471,SW,45.98316599,-112.542661,,X,
471,NE,45.98328601,-112.542525,,X,
471,NW,45.98328601,-112.542661,,X,
472,SE,45.98316599,-112.542676,,X,
472,SW,45.98316599,-112.542812,,X,
472,NE,45.98328601,-112.542676,,X,
472,NW,45.98328601,-112.542812,,X,
473,SE,45.98316599,-112.542835,,X,
473,SW,45.98316599,-112.542971,,X,
473,NE,45.98328601,-112.542835,,X,
473,NW,45.98328601,-112.542971,,X,
474,SE,45.98316599,-112.542996,,X,
474,SW,45.98316599,-112.543132,,X,
474,NE,45.98328601,-112.542996,,X,
474,NW,45.98328601,-112.543132,,X,
475,SE,45.98316599,-112.543153,,X,
475,SW,45.98316599,-112.543289,,X,
475,NE,45.98328601,-112.543153,,X,
475,NW,45.98328601,-112.543289,,X,
476,SE,45.98302599,-112.543153,,X,
476,SW,45.98302599,-112.543289,,X,
476,NE,45.98314601,-112.543153,,X,
476,NW,45.98314601,-112.543289,,X,
477,SE,45.98302599,-112.542996,,X,
477,SW,45.98302599,-112.543132,,X,
477,NE,45.98314601,-112.542996,,X,
477,NW,45.98314601,-112.543132,,X,
478,SE,45.98302599,-112.542835,,X,
478,SW,45.98302599,-112.542971,,X,
478,NE,45.98314601,-112.542835,,X,
478,NW,45.98314601,-112.542971,,X,
479,SE,45.98302599,-112.542676,,X,
479,SW,45.98302599,-112.542812,,X,
479,NE,45.98314601,-112.542676,,X,
479,NW,45.98314601,-112.542812,,X,
480,SE,45.98302599,-112.542525,,X,
480,SW,45.98302599,-112.542661,,X,
480,NE,45.98314601,-112.542525,,X,
480,NW,45.98314601,-112.542661,,X,
481,SE,45.98302599,-112.542315,,X,
481,SW,45.98302599,-112.542451,,X,
481,NE,45.98314601,-112.542315,,X,
481,NW,45.98314601,-112.542451,,X,
482,SE,45.98302599,-112.542157,,X,
482,SW,45.98302599,-112.542293,,X,
482,NE,45.98314601,-112.542157,,X,
482,NW,45.98314601,-112.542293,,X,
483,SE,45.98302599,-112.542009,,X,
483,SW,45.98302599,-112.542145,,X,
483,NE,45.98314601,-112.542009,,X,
483,NW,45.98314601,-112.542145,,X,
484,SE,45.98302599,-112.541837,,X,
484,SW,45.98302599,-112.541973,,X,
484,NE,45.98314601,-112.541837,,X,
484,NW,45.98314601,-112.541973,,X,
485,SE,45.98302599,-112.541693,,X,
485,SW,45.98302599,-112.541829,,X,
485,NE,45.98314601,-112.541693,,X,
485,NW,45.98314601,-112.541829,,X,
486,SE,45.98302599,-112.541496,,X,
486,SW,45.98302599,-112.541632,,X,
486,NE,45.98314601,-112.541496,,X,
486,NW,45.98314601,-112.541632,,X,
487,SE,45.98302599,-112.541335,,X,
487,SW,45.98302599,-112.541471,,X,
487,NE,45.98314601,-112.541335,,X,
487,NW,45.98314601,-112.541471,,X,
488,SE,45.98302599,-112.541183,,X,
488,SW,45.98302599,-112.541319,,X,
488,NE,45.98314601,-112.541183,,X,
488,NW,45.98314601,-112.541319,,X,
489,SE,45.98302599,-112.541026,,X,
489,SW,45.98302599,-112.541162,,X,
489,NE,45.98314601,-112.541026,,X,
489,NW,45.98314601,-112.541162,,X,
490,SE,45.98302599,-112.540858,,X,
490,SW,45.98302599,-112.540994,,X,
490,NE,45.98314601,-112.540858,,X,
490,NW,45.98314601,-112.540994,,X,
491,SE,45.98304999,-112.540655,,X,
491,SW,45.98304999,-112.540791,,X,
491,NE,45.98317001,-112.540655,,X,
491,NW,45.98317001,-112.540791,,X,
492,SE,45.98304999,-112.540506,,,
492,SW,45.98304999,-112.540642,,,
492,NE,45.98317001,-112.540506,,,
492,NW,45.98317001,-112.540642,,,
493,SE,45.983094,-112.540353,,,
493,SW,45.983096,-112.540491,,,
493,NE,45.98317001,-112.540355,,,
493,NW,45.98317001,-112.540491,,,
494,SE,45.983098,-112.540189,,,"out of place, corrected it"
494,SW, 45.983097°,-112.540324°,,,"out of place, corrected it"
494,NE,45.98317001,-112.540189,,x,
494,NW,45.98317001,-112.540325,,x,
495,SE,45.98304999,-112.540034,,x,
495,SW,45.98304999,-112.54017,,x,
495,NE,45.98317001,-112.540034,,x,
495,NW,45.98317001,-112.54017,,x,
496,SE,45.98302599,-112.53984,,x,
496,SW,45.98302599,-112.539976,,x,
496,NE,45.98314601,-112.53984,,x,
496,NW,45.983147,-112.539971,,,"out of place, corrected it"
497,SE,45.98302599,-112.539682,,X,
497,SW,45.98302599,-112.539818,,X,
497,NE,45.98314601,-112.539682,,X,
497,NW,45.98314601,-112.539818,,X,
498,SE,45.983049,-112.539524,,X,
498,SW,45.98302599,-112.53966,,X,
498,NE,45.98314601,-112.539524,,X,
